github,total_stars,fake_stars,fake_percentage
Agoric/agoric,303,1,0.33003300330033003
folke/devmoji,304,1,0.3289473684210526
pixiv/charcoal,305,1,0.32786885245901637
pancakeswap/pancake-toolkit,305,1,0.32786885245901637
mozilla/addons-linter,305,1,0.32786885245901637
timarney/react-app-rewired,9764,32,0.3277345350266284
octokit/webhooks.js,306,1,0.32679738562091504
flrs/visavail,306,1,0.32679738562091504
yeoman/stringify-object,307,1,0.32573289902280134
npm/init-package-json,307,1,0.32573289902280134
kbumsik/opus-media-recorder,307,1,0.32573289902280134
alleyway/add-tradingview-alerts-tool,616,2,0.3246753246753247
WhiskeySockets/Baileys,3082,10,0.32446463335496434
jhipster/jhipster-dotnetcore,309,1,0.3236245954692557
nftstorage/nft.storage,620,2,0.3225806451612903
chiru-labs/ERC721A,2483,8,0.3221908981071285
Uniswap/default-token-list,311,1,0.3215434083601286
ojack/hydra-synth,311,1,0.3215434083601286
Microsoft/onnxruntime,13458,43,0.3195125575865656
chill117/express-mysql-session,313,1,0.3194888178913738
react-native-community/react-native-masked-view,940,3,0.3191489361702127
react-native-masked-view/masked-view,940,3,0.3191489361702127
webiny/webiny-js,7219,23,0.31860368472087547
Clariity/react-chessboard,315,1,0.31746031746031744
abacritt/angularx-social-login,630,2,0.31746031746031744
Shopify/shopify-api-js,945,3,0.31746031746031744
mongodb-js/mongosh,315,1,0.31746031746031744
web3modal/web3modal,4734,15,0.3168567807351077
walletconnect/walletconnect-monorepo,1264,4,0.31645569620253167
WalletConnect/walletconnect-monorepo,1264,4,0.31645569620253167
netlify/zip-it-and-ship-it,316,1,0.31645569620253167
SAP/node-hdb,317,1,0.31545741324921134
0xsequence/erc-1155,317,1,0.31545741324921134
daybrush/ruler,318,1,0.3144654088050315
gajus/http-terminator,318,1,0.3144654088050315
weblinc/media-match,318,1,0.3144654088050315
appium/appium-uiautomator2-server,318,1,0.3144654088050315
liquity/dev,318,1,0.3144654088050315
amcharts/amcharts5,319,1,0.3134796238244514
contentful/contentful-migration,319,1,0.3134796238244514
linasmnew/react-graceful-image,321,1,0.3115264797507788
AkaruiDevelopment/aoi.js,322,1,0.3105590062111801
wangdicoder/react-native-indicator,322,1,0.3105590062111801
google/earthengine-api,2577,8,0.3104384943733023
sindresorhus/electron-config,4511,14,0.31035247173575703
sindresorhus/electron-store,4511,14,0.31035247173575703
getgauge/taiko,3545,11,0.31029619181946405
jaywcjlove/linux-command,29711,92,0.30964962471811786
onflow/flow-js-sdk,323,1,0.30959752321981426
vexip-ui/vexip-ui,1617,5,0.30921459492888065
antfu/sponsorkit,647,2,0.3091190108191654
cocos-creator/engine,5502,17,0.30897855325336243
DIYgod/RSSHub,30760,95,0.3088426527958388
apache-superset/superset-ui,324,1,0.30864197530864196
wiziple/gatsby-plugin-intl,324,1,0.30864197530864196
zapier/zapier-platform,326,1,0.3067484662576687
orkestral/venom,5869,18,0.3066962003748509
OpenZeppelin/openzeppelin-contracts,24462,75,0.306597988717194
legend80s/commit-msg-linter,327,1,0.3058103975535168
natevw/fermata,328,1,0.3048780487804878
cardstack/cardstack,328,1,0.3048780487804878
mdbootstrap/perfect-scrollbar,328,1,0.3048780487804878
ProjectOpenSea/embeddable-nfts,329,1,0.303951367781155
fawazahmed0/youtube-uploader,329,1,0.303951367781155
razorpay/ifsc,330,1,0.30303030303030304
nicojs/typed-html,330,1,0.30303030303030304
tonyganch/gonzales-pe,330,1,0.30303030303030304
tangdaohai/vue-happy-scroll,330,1,0.30303030303030304
tencentyun/cos-js-sdk-v5,331,1,0.3021148036253776
nuxt-community/i18n-module,1657,5,0.30175015087507545
JustinBeckwith/linkinator,997,3,0.3009027081243731
TooTallNate/node-socks-proxy-agent,333,1,0.3003003003003003
Ylianst/MeshCentral,3668,11,0.2998909487459106
charpeni/react-native-url-polyfill,335,1,0.2985074626865672
ttag-org/ttag,335,1,0.2985074626865672
tabler/tabler,37357,111,0.2971330674304682
sindresorhus/clean-stack,337,1,0.2967359050445104
qodesmith/datepicker,338,1,0.2958579881656805
Uniswap/token-lists,1354,4,0.29542097488921715
Agranom/ngx-material-timepicker,340,1,0.29411764705882354
npm/cli,8174,24,0.2936138977244923
node-gh/gh,1707,5,0.29291154071470415
practicajs/practica,1379,4,0.290065264684554
BitGo/BitGoJS,345,1,0.2898550724637681
cloydlau/json-editor-vue,346,1,0.2890173410404624
langchain-ai/langchainplus-sdk,346,1,0.2890173410404624
langchain-ai/langsmith-sdk,346,1,0.2890173410404624
homebridge/homebridge,23613,68,0.28797696184305255
ccoreilly/vosk-browser,348,1,0.28735632183908044
DannyDainton/newman-reporter-htmlextra,348,1,0.28735632183908044
ibitcy/eo-locale,348,1,0.28735632183908044
SheetJS/j,348,1,0.28735632183908044
maxeth/react-type-animation,350,1,0.2857142857142857
peterbe/minimalcss,351,1,0.2849002849002849
PawelDecowski/jquery-creditcardvalidator,1054,3,0.2846299810246679
hcodes/snowflakes,353,1,0.28328611898017
gajus/global-agent,354,1,0.2824858757062147
SeleniumHQ/selenium,29763,84,0.2822296139502066
AndrewRedican/react-json-editor-ajrm,355,1,0.28169014084507044
artsy/reaction,355,1,0.28169014084507044
bitcoinjs/bip39,1067,3,0.28116213683223995
mauriciovigolo/keycloak-angular,712,2,0.2808988764044944
Urigo/graphql-mesh,3205,9,0.28081123244929795
ardatan/graphql-mesh,3205,9,0.28081123244929795
AIDungeon/GPT-3-Encoder,715,2,0.27972027972027974
Cuberto/mouse-follower,717,2,0.2789400278940028
ramoona/banks-db,717,2,0.2789400278940028
Stono/hawkeye,359,1,0.2785515320334262
InboxSDK/InboxSDK,718,2,0.2785515320334262
solana-labs/wallet-adapter,1438,4,0.27816411682892905
taskcluster/taskcluster,360,1,0.2777777777777778
woocommerce/woocommerce-admin,360,1,0.2777777777777778
intercom/intercom-node,360,1,0.2777777777777778
mariadb-corporation/mariadb-connector-nodejs,362,1,0.2762430939226519
MoralisWeb3/Moralis-JS-SDK,363,1,0.27548209366391185
tmm/wagmi,5834,16,0.2742543709290367
react-native-community/push-notification-ios,731,2,0.27359781121751026
GoogleChromeLabs/pinch-zoom,367,1,0.2724795640326975
batoulapps/adhan-js,367,1,0.2724795640326975
BabylonJS/Babylon.js,22761,62,0.27239576468520715
muaz-khan/Canvas-Designer,368,1,0.2717391304347826
inngest/inngest-js,369,1,0.27100271002710025
mzohaibqc/antd-theme-webpack-plugin,369,1,0.27100271002710025
barrysteyn/node-scrypt,369,1,0.27100271002710025
withfig/autocomplete,24387,66,0.2706359945872801
ContaAzul/creditcard.js,370,1,0.2702702702702703
goldfire/pokersolver,370,1,0.2702702702702703
tanstack/react-location,7408,20,0.26997840172786175
tanstack/router,7410,20,0.2699055330634278
TanStack/router,7412,20,0.26983270372369134
tannerlinsley/react-location,7412,20,0.26983270372369134
okta/okta-signin-widget,371,1,0.2695417789757413
nevill/zongji,372,1,0.2688172043010753
dfinity/ic,1495,4,0.26755852842809363
nomiclabs/truffle-flattener,374,1,0.267379679144385
consumet/consumet.ts,374,1,0.267379679144385
enisdenjo/graphql-sse,375,1,0.26666666666666666
ryandrewjohnson/react-localize-redux,375,1,0.26666666666666666
Vonage/vonage-node-sdk,375,1,0.26666666666666666
auth0/lock,1125,3,0.26666666666666666
cahilfoley/react-snowfall,376,1,0.26595744680851063
microsoft/fluentui-system-icons,5643,15,0.2658160552897395
cloudera/hue,1131,3,0.2652519893899204
keijiro/Lasp,1511,4,0.26472534745201853
httptoolkit/mockttp,757,2,0.26420079260237783
nuxt-modules/storybook,379,1,0.2638522427440633
pnp/pnp,1895,5,0.2638522427440633
spotify/web-scripts,380,1,0.2631578947368421
chec/commerce.js,381,1,0.26246719160104987
SharePoint/PnP-JS-Core,381,1,0.26246719160104987
AgoraIO/Tools,381,1,0.26246719160104987
open-wa/wa-automate-nodejs,3054,8,0.26195153896529144
sonnylazuardi/react-native-credit-card,382,1,0.2617801047120419
jonschlinkert/gray-matter,3829,10,0.26116479498563594
JSLancerTeam/react-google-flight-datepicker,383,1,0.26109660574412535
tronprotocol/tronweb,383,1,0.26109660574412535
soundcloud/soundcloud-javascript,384,1,0.26041666666666663
amazon-connect/amazon-connect-streams,384,1,0.26041666666666663
uvarov-frontend/vanilla-calendar-pro,384,1,0.26041666666666663
Quenty/NevermoreEngine,385,1,0.2597402597402597
Belphemur/node-json-db,770,2,0.2597402597402597
tmijs/tmi.js,1541,4,0.25957170668397145
nocodb/nocodb,43609,113,0.2591208236831846
react-component/upload,773,2,0.258732212160414
centrifugal/centrifuge-js,387,1,0.2583979328165375
mrdoob/three.js,100349,259,0.25809923367447607
chalk/strip-ansi,388,1,0.25773195876288657
octokit/core.js,1165,3,0.2575107296137339
aMarCruz/react-native-text-size,389,1,0.2570694087403599
drudge/passport-facebook-token,389,1,0.2570694087403599
hyochan/react-native-masonry-list,392,1,0.25510204081632654
okta/okta-oidc-js,392,1,0.25510204081632654
reworkcss/css,1569,4,0.25493945188017847
software-mansion/react-native-gesture-handler,5932,15,0.2528658125421443
PrismarineJS/mineflayer,4753,12,0.25247212286976645
nuxt-community/robots-module,397,1,0.2518891687657431
syncfusion/ej2-javascript-ui-controls,397,1,0.2518891687657431
WilliamDASILVA/nuxt-robots-module,397,1,0.2518891687657431
lgraubner/sitemap-generator,398,1,0.25125628140703515
phoenixframework/phoenix_live_view,5971,15,0.2512142019762184
Synthetixio/synthetix,1197,3,0.2506265664160401
pvdlg/conventional-changelog-metahub,399,1,0.2506265664160401
darobin/notion-backup,400,1,0.25
aframevr/aframe,16414,41,0.24978676739368832
isocra/TableDnD,401,1,0.24937655860349126
aave/aave-v3-core,803,2,0.24906600249066002
mostjs/core,402,1,0.24875621890547264
KuroLabs/stegcloak,3216,8,0.24875621890547264
catppuccin/palette,403,1,0.24813895781637718
elastic/eui,6054,15,0.2477700693756194
ChainSafe/web3.js,18981,47,0.2476160370897213
ethereum/web3.js,18983,47,0.24758994890164884
nandorojo/expo-next-react-navigation,404,1,0.24752475247524752
probot/smee-client,405,1,0.24691358024691357
klevron/threejs-toys,405,1,0.24691358024691357
kamilkisiela/graphql-inspector,1626,4,0.24600246002460024
yuvraj24/react-native-stories-view,407,1,0.2457002457002457
LedgerHQ/ledger-live,408,1,0.24509803921568626
JWally/jsLPSolver,409,1,0.24449877750611246
Microsoft/accessibility-insights-web,818,2,0.24449877750611246
unlock-protocol/unlock,821,2,0.24360535931790497
farhadi/node-smpp,411,1,0.24330900243309003
6tail/lunar-javascript,825,2,0.24242424242424243
heartexlabs/label-studio-frontend,414,1,0.24154589371980675
Cuadrix/puppeteer-page-proxy,414,1,0.24154589371980675
decentralized-identity/veramo,414,1,0.24154589371980675
vercel/analytics,414,1,0.24154589371980675
nginx/njs,833,2,0.24009603841536614
OpenZeppelin/openzeppelin-test-helpers,417,1,0.2398081534772182
vercel/node-file-trace,1256,3,0.23885350318471338
vercel/nft,1256,3,0.23885350318471338
solidstate-network/solidstate-solidity,419,1,0.23866348448687352
microsoft/playwright,63731,152,0.23850245563383599
Microsoft/playwright,63734,152,0.23849122917124296
HTMLElements/smart-elements,421,1,0.23752969121140144
apify/got-scraping,421,1,0.23752969121140144
joypixels/emoji-toolkit,422,1,0.23696682464454977
smysnk/gulp-rev-all,422,1,0.23696682464454977
jeanpan/react-native-camera-roll-picker,422,1,0.23696682464454977
zesik/react-splitter-layout,422,1,0.23696682464454977
antvis/x6,5512,13,0.2358490566037736
sindresorhus/cpy,426,1,0.2347417840375587
FontFaceKit/open-sans,426,1,0.2347417840375587
i18next/i18next-http-backend,426,1,0.2347417840375587
atularen/ngx-monaco-editor,427,1,0.234192037470726
streamich/nano-css,427,1,0.234192037470726
MihaiValentin/lunr-languages,427,1,0.234192037470726
herbsjs/herbs,427,1,0.234192037470726
kensho/ng-describe,427,1,0.234192037470726
rvagg/bl,427,1,0.234192037470726
muaz-khan/MultiStreamsMixer,428,1,0.23364485981308408
koajs/send,428,1,0.23364485981308408
pulumi/pulumi-aws,428,1,0.23364485981308408
instructure/instructure-ui,430,1,0.23255813953488372
csstools/postcss-plugins,861,2,0.23228803716608595
caseyscarborough/github-activity,431,1,0.23201856148491878
toncenter/tonweb,432,1,0.23148148148148145
OfficeDev/TeamsFx,433,1,0.23094688221709006
simeydotme/svelte-range-slider-pips,433,1,0.23094688221709006
vuejs/vue-eslint-parser,434,1,0.2304147465437788
laurentpayot/minidenticons,435,1,0.22988505747126436
hughsk/glsl-easings,436,1,0.22935779816513763
cloud-carbon-footprint/cloud-carbon-footprint,872,2,0.22935779816513763
okta/okta-auth-js,437,1,0.2288329519450801
andrewgioia/keyrune,438,1,0.228310502283105
gchq/CyberChef,27226,62,0.22772349959597443
pnp/cli-microsoft365,881,2,0.22701475595913734
pnp/office365-cli,881,2,0.22701475595913734
drcmda/react-zdog,441,1,0.22675736961451248
wppconnect-team/wppconnect,1764,4,0.22675736961451248
sindresorhus/electron-unhandled,443,1,0.2257336343115124
microsoft/vscode,160279,360,0.22460833920850518
ebaauw/homebridge-hue,892,2,0.2242152466367713
gnosis/zodiac,446,1,0.2242152466367713
transloadit/uppy,28548,64,0.2241838307412078
primer/primer,12500,28,0.22399999999999998
primer/primer-css,12501,28,0.2239820814334853
imzbf/md-editor-v3,1340,3,0.22388059701492538
primer/css,12507,28,0.22387463020708404
oracle/node-oracledb,2238,5,0.22341376228775692
postmanlabs/postman-collection,448,1,0.2232142857142857
payloadcms/payload,21106,47,0.2226854922770776
loweisz/generate-avatar,452,1,0.22123893805309736
fastify/fastify-multipart,452,1,0.22123893805309736
hoaphantn7604/react-native-curved-bottom-bar,452,1,0.22123893805309736
Cloud-Automation/node-modbus,453,1,0.22075055187637968
dev-yakuza/react-native-image-modal,455,1,0.21978021978021978
salesforce/tough-cookie,910,2,0.21978021978021978
react-native-community/cli,2275,5,0.21978021978021978
RocketChat/Rocket.Chat,39296,86,0.21885179153094464
standard/eslint-config-standard-react,457,1,0.2188183807439825
airbnb/css,6894,15,0.2175805047867711
gaearon/react-proxy,460,1,0.21739130434782608
nodejs/corepack,2306,5,0.21682567215958368
metriport/metriport,462,1,0.21645021645021645
chanind/hanzi-writer-data,463,1,0.21598272138228944
fastify/fastify-rate-limit,465,1,0.21505376344086022
bitcoinjs/bitcoinjs-lib,5598,12,0.21436227224008575
souhe/reactScrollbar,468,1,0.2136752136752137
cornerstonejs/cornerstone3D,468,1,0.2136752136752137
sapics/ip-location-db,937,2,0.21344717182497333
willsoto/nestjs-prometheus,471,1,0.21231422505307856
angular/angular,95158,202,0.2122785262405683
mobxjs/mobx-vue,474,1,0.21097046413502107
internetarchive/bookreader,949,2,0.21074815595363539
googlecloudplatform/gcloud-node,2862,6,0.20964360587002098
dwqs/vue-area-linkage,477,1,0.20964360587002098
googleapis/google-cloud-node,2862,6,0.20964360587002098
fingerprintjs/botd,957,2,0.20898641588296762
arnelenero/simpler-state,479,1,0.20876826722338201
actions/toolkit,4795,10,0.20855057351407716
directus/directus,26430,55,0.20809685962920924
michalsnik/aos,26064,54,0.20718232044198895
tw93/pake,24714,51,0.20636076717649915
dilame/instagram-private-api,5818,12,0.2062564455139223
adobe-private/react-spectrum-v3,12136,25,0.2059986816084377
goauthentik/authentik,7777,16,0.20573485920020573
rome/tools,23837,49,0.20556278055124388
google/wireit,5363,11,0.20510908073839268
buildo/react-autosize-textarea,488,1,0.20491803278688525
googlecreativelab/teachablemachine-libraries,1464,3,0.20491803278688525
mui/mui-x,3910,8,0.20460358056265981
kubernetes-client/javascript,1955,4,0.20460358056265981
mui-org/material-ui-x,3910,8,0.20460358056265981
davidchambers/Base64.js,489,1,0.2044989775051125
twbs/bootstrap,168037,343,0.20412171128977546
Skyscanner/backpack,491,1,0.20366598778004072
chainsafe/dappeteer,492,1,0.20325203252032523
iou90/react-native-autoheight-webview,493,1,0.2028397565922921
hampusohlsson/browser-deeplink,493,1,0.2028397565922921
cfinke/Typo.js,493,1,0.2028397565922921
grantila/suretype,494,1,0.20242914979757085
tldraw/tldraw,34273,69,0.20132465789396903
matrix-org/matrix-js-sdk,1491,3,0.2012072434607646
AirenSoft/OvenPlayer,497,1,0.2012072434607646
nextui-org/nextui,20430,41,0.20068526676456194
webpack-contrib/stylus-loader,500,1,0.2
primer/react,3020,6,0.1986754966887417
overtrue/vue-avatar-cropper,504,1,0.1984126984126984
dreyescat/react-rating,504,1,0.1984126984126984
salesforce-ux/design-system,3530,7,0.19830028328611898
sudo-suhas/elastic-builder,505,1,0.19801980198019803
adobe/react-spectrum,12136,24,0.1977587343441002
sanity-io/sanity,5058,10,0.19770660340055357
remix-run/remix,28411,56,0.19710675442610257
facebook/flipper,13265,26,0.1960045231813042
dohomi/react-hook-form-mui,511,1,0.19569471624266144
JaimeCheng/vue-esign,511,1,0.19569471624266144
mailgun/mailgun.js,511,1,0.19569471624266144
paulmillr/noble-hashes,513,1,0.1949317738791423
unicode-cldr/cldr-json,514,1,0.19455252918287938
googleapis/nodejs-pubsub,515,1,0.1941747572815534
APIDevTools/swagger-cli,515,1,0.1941747572815534
realm/realm-js,5668,11,0.19407198306280876
NativeScript/android,516,1,0.1937984496124031
NativeScript/android-runtime,516,1,0.1937984496124031
n8n-io/n8n,42324,82,0.19374350250448918
apache/superset,60468,117,0.19349077197856718
bs-community/skinview3d,517,1,0.19342359767891684
saltcorn/saltcorn,1552,3,0.19329896907216496
vuejs/vitepress,11916,23,0.19301779120510237
koishijs/koishi,4146,8,0.1929570670525808
egoist/hack,2593,5,0.19282684149633628
react-native-segmented-control/segmented-control,519,1,0.1926782273603083
react-native-community/segmented-control,519,1,0.1926782273603083
rnmapbox/maps,2089,4,0.19147917663954045
styled-components/styled-components,40248,77,0.1913138541045518
abandonware/noble,524,1,0.19083969465648853
octokit/rest.js,525,1,0.19047619047619047
bullet-train-co/bullet_train,1576,3,0.1903553299492386
rails/rails,55320,105,0.1898047722342733
hapijs/good,527,1,0.18975332068311196
agilgur5/react-signature-canvas,527,1,0.18975332068311196
dotnet/aspnetcore,34793,66,0.18969332911792602
klover2/wechatpay-node-v3-ts,528,1,0.1893939393939394
alexbol99/flatten-js,530,1,0.18867924528301888
airbnb/lottie-ios,25476,48,0.18841262364578426
eladb/cdk-watchful,531,1,0.18832391713747645
tutao/tutanota,5844,11,0.18822724161533197
box/box-ui-elements,532,1,0.18796992481203006
FinotiLucas/Correios-Brasil,532,1,0.18796992481203006
VitorLuizC/brazilian-values,533,1,0.18761726078799248
Agontuk/react-native-geolocation-service,1600,3,0.1875
sapegin/mrm,1601,3,0.18738288569643974
koichik/node-tunnel,534,1,0.18726591760299627
mrmartineau/design-system-utils,536,1,0.18656716417910446
sebs/etherscan-api,536,1,0.18656716417910446
tree-sitter/tree-sitter,17180,32,0.18626309662398138
binance/binance-connector-node,537,1,0.186219739292365
tinylibs/tinyspy,538,1,0.18587360594795538
follow-redirects/follow-redirects,538,1,0.18587360594795538
vuepress-reco/vuepress-theme-reco,539,1,0.1855287569573284
ngneat/query,539,1,0.1855287569573284
vladmandic/human,2156,4,0.1855287569573284
vercel/vercel,12406,23,0.18539416411413834
kkoooqq/fakebrowser,1079,2,0.18535681186283595
cypress-io/cypress,46421,86,0.18526098102152042
FightingDesign/fighting-design,543,1,0.1841620626151013
kubb-project/kubb,544,1,0.1838235294117647
SeleniumHQ/selenium-ide,2722,5,0.18368846436443792
ProjectMirador/mirador,545,1,0.1834862385321101
nestjs/swagger,1635,3,0.1834862385321101
markuplint/markuplint,547,1,0.18281535648994515
sourcegraph/sourcegraph,9882,18,0.18214936247723132
gkjohnson/three-bvh-csg,551,1,0.18148820326678766
wovalle/fireorm,551,1,0.18148820326678766
wundergraph/wundergraph,2208,4,0.18115942028985507
tauri-apps/tauri,79531,144,0.18106147288478705
laurent22/joplin,44201,80,0.1809913802855139
decentraland/marketplace,1108,2,0.18050541516245489
jessepollak/payment,554,1,0.18050541516245489
pnpm/only-allow,555,1,0.18018018018018017
cncjs/cncjs,2229,4,0.1794526693584567
facebook/docusaurus,54116,97,0.17924458570478233
Camberi/firecms,1116,2,0.17921146953405018
epicmaxco/vuestic-ui,3357,6,0.17873100983020554
Tencent/tdesign-miniprogram,1120,2,0.17857142857142858
GantMan/jail-monkey,560,1,0.17857142857142858
openai/openai-node,7284,13,0.17847336628226249
tnicola/cypress-parallel,561,1,0.17825311942959002
synthetixio/synpress,564,1,0.1773049645390071
microsoft/react-native-test-app,564,1,0.1773049645390071
medusajs/medusa,23689,42,0.1772974798429651
polygonplanet/encoding.js,565,1,0.17699115044247787
twilio/twilio-video.js,565,1,0.17699115044247787
bennycode/trading-signals,567,1,0.1763668430335097
hvianna/audioMotion-analyzer,567,1,0.1763668430335097
GoogleChrome/accessibility-developer-tools,2274,4,0.1759014951627089
metafizzy/infinite-scroll,7405,13,0.17555705604321406
MetaMask/eth-sig-util,570,1,0.17543859649122806
andreizanik/cookies-next,570,1,0.17543859649122806
Microsoft/azure-pipelines-tasks,3424,6,0.17523364485981308
airbnb/javascript,142920,250,0.17492303386509936
dbramwell/react-animate-on-scroll,573,1,0.17452006980802792
andreasonny83/unique-names-generator,573,1,0.17452006980802792
Budibase/budibase,21235,37,0.17424064045208382
loadingio/css-spinner,1723,3,0.17411491584445735
inovua/reactdatagrid,3449,6,0.17396346767178894
sneas/img-comparison-slider,575,1,0.17391304347826086
angular/components,24236,42,0.17329592341970623
primefaces/primeflex,578,1,0.17301038062283738
ArweaveTeam/arweave-js,579,1,0.17271157167530224
nestjs/jwt,579,1,0.17271157167530224
chakra-ui/chakra-ui,37064,64,0.17267429311461255
standard/standard,28989,50,0.17247921625444135
lasso-js/lasso,580,1,0.1724137931034483
microsoft/appcenter-cli,580,1,0.1724137931034483
callstack/react-native-slider,1161,2,0.17226528854435832
mrmrs/colors,9292,16,0.17219113215669393
iden3/circomlib,582,1,0.1718213058419244
googleapis/repo-automation-bots,584,1,0.17123287671232876
lhz516/react-h5-audio-player,585,1,0.17094017094017094
Androz2091/discord-player,585,1,0.17094017094017094
react-native-voice/voice,1756,3,0.17084282460136674
react-native-community/voice,1756,3,0.17084282460136674
PlasmoHQ/plasmo,8807,15,0.17031906438060634
ant-design/pro-components,4116,7,0.17006802721088435
sveltejs/language-tools,1181,2,0.1693480101608806
JS-DevTools/npm-publish,591,1,0.1692047377326565
alibaba/lowcode-engine,14189,24,0.16914511241102262
feross/standard,28988,49,0.1690354629501863
antfu/vite-plugin-md,592,1,0.16891891891891891
github-tools/github,3552,6,0.16891891891891891
jorenvanhee/tailwindcss-debug-screens,592,1,0.16891891891891891
nuxtlabs/ui,3554,6,0.16882386043894204
nuxt/ui,3556,6,0.1687289088863892
sveltejs/svelte-loader,593,1,0.16863406408094433
abpframework/abp,12468,21,0.16843118383060635
yjose/reactjs-popup,1784,3,0.1681614349775785
facebook/react,224906,378,0.1680702160013517
innocenzi/laravel-vite,597,1,0.16750418760469013
jasongaare/react-native-walkthrough-tooltip,597,1,0.16750418760469013
miguelmota/ethereum-input-data-decoder,597,1,0.16750418760469013
tngan/samlify,599,1,0.1669449081803005
open-source-labs/Recoilize,600,1,0.16666666666666669
ak1394/react-native-tts,600,1,0.16666666666666669
SeydX/camera.ui,602,1,0.16611295681063123
didi/LogicFlow,7236,12,0.16583747927031509
pradel/react-responsive-modal,604,1,0.16556291390728478
schiehll/react-alert,606,1,0.16501650165016502
yaacov/node-modbus-serial,607,1,0.16474464579901155
keijiro/LaspVfx,608,1,0.1644736842105263
babakhani/pwt.datepicker,609,1,0.16420361247947454
jestjs/jest,43848,72,0.16420361247947454
component-driven/cypress-axe,609,1,0.16420361247947454
eggjs/egg-sequelize,611,1,0.16366612111292964
ethjs/ethjs,612,1,0.16339869281045752
fern-api/fern,2449,4,0.16333197223356472
htmlhint/HTMLHint,3062,5,0.16329196603527107
kriasoft/react-app,613,1,0.1631321370309951
woocommerce/woocommerce,9207,15,0.16291951775822744
watson/bonjour,615,1,0.16260162601626016
apify/crawlee,12921,21,0.162526120269329
MoralisWeb3/react-moralis,619,1,0.16155088852988692
twurple/twurple,621,1,0.1610305958132045
d-fischer/twitch,621,1,0.1610305958132045
ckeditor/ckeditor5,8698,14,0.1609565417337319
formio/angular-formio,622,1,0.1607717041800643
marcin-piela/react-fetching-library,623,1,0.16051364365971107
nuxt/nuxt,53043,85,0.16024734649246836
istvan-ujjmeszaros/bootstrap-duallistbox,625,1,0.16
facebook/jest,43843,70,0.1596606071664804
mrousavy/react-native-vision-camera,6911,11,0.15916654608594993
hrynko/vue-pdf-embed,629,1,0.1589825119236884
invertase/react-native-google-mobile-ads,629,1,0.1589825119236884
qq449245884/vue-okr-tree,630,1,0.15873015873015872
hasura/graphql-engine,30941,49,0.1583659222391002
nuxt/nuxt.js,53043,84,0.158362083592557
react-hook-form/react-hook-form-devtools,633,1,0.1579778830963665
react-hook-form/devtools,633,1,0.1579778830963665
renovatebot/renovate,16487,26,0.15770000606538487
ascoders/react-native-image-zoom,635,1,0.15748031496062992
ethanselzer/react-image-magnify,635,1,0.15748031496062992
nomiclabs/buidler,6995,11,0.15725518227305219
nomiclabs/hardhat,6998,11,0.15718776793369535
nomicfoundation/hardhat,7002,11,0.15709797200799772
shopify/hydrogen,1274,2,0.15698587127158556
Shopify/hydrogen,1274,2,0.15698587127158556
mikeal/watch,1275,2,0.1568627450980392
react-bootstrap/react-bootstrap,22316,35,0.15683814303638646
mdbootstrap/Tailwind-Elements,12767,20,0.15665387326701655
fastify/fastify-cli,639,1,0.1564945226917058
johnlindquist/kit,3838,6,0.1563314226159458
onury/geolocator,641,1,0.15600624024961
merkle-open/webpack-config-plugins,641,1,0.15600624024961
gitbrent/PptxGenJS,2566,4,0.1558846453624318
kadirahq/react-storybook,83396,130,0.15588277615233345
storybookjs/storybook,83398,130,0.1558790378666155
pburtchaell/react-notification,642,1,0.1557632398753894
phaserjs/phaser,36642,57,0.1555591943671197
wevm/wagmi,5792,9,0.15538674033149172
bitovi/react-to-webcomponent,645,1,0.15503875968992248
bitovi/react-to-web-component,645,1,0.15503875968992248
keijiro/KlakSpout,645,1,0.15503875968992248
tailwindlabs/tailwindcss,80294,124,0.1544324607069021
tensorflow/magenta-js,1946,3,0.1541623843782117
bencompton/jest-cucumber,649,1,0.15408320493066258
ethers-io/ethers.js,7796,12,0.1539250897896357
chrisguttandin/standardized-audio-context,651,1,0.15360983102918588
bazelbuild/bazelisk,1953,3,0.15360983102918588
google/marzipano,1953,3,0.15360983102918588
ruffle-rs/ruffle,15008,23,0.15325159914712153
grafana/grafana,61452,94,0.15296491570656773
prometheus/prometheus,53708,82,0.15267744097713562
image-js/image-js,656,1,0.1524390243902439
csscomb/csscomb.js,3280,5,0.1524390243902439
swordev/suid,656,1,0.1524390243902439
storybooks/storybook,83379,127,0.1523165305412634
craigh411/vue-star-rating,657,1,0.15220700152207
nodejs/undici,5917,9,0.1521041068108839
asmcrypto/asmcrypto.js,658,1,0.1519756838905775
react-component/pagination,658,1,0.1519756838905775
react-community/react-native-safe-area-view,659,1,0.15174506828528073
algolia/algoliasearch-client-js,1320,2,0.15151515151515152
algolia/algoliasearch-client-javascript,1320,2,0.15151515151515152
keijiro/Pcx,1323,2,0.15117157974300832
strapi/strapi,61590,93,0.1509985387238188
add2cal/add-to-calendar-button,1325,2,0.1509433962264151
h-enk/doks,1995,3,0.15037593984962408
playcanvas/engine,9318,14,0.15024683408456752
refinedev/refine,25974,39,0.15015015015015015
zeroc-ice/ice,2000,3,0.15
react-native-clipboard/clipboard,667,1,0.14992503748125938
react-native-community/clipboard,667,1,0.14992503748125938
t3-oss/create-t3-app,24070,36,0.14956377233070212
sveltejs/kit,18105,27,0.1491300745650373
alizahid/slinky,671,1,0.14903129657228018
wechaty/wechaty,19529,29,0.14849710686671105
